title,magnitude,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,day,month,year
"M 6.6 - 82 km E of Kimbe, Papua New Guinea",6.6,0,6,,0,670,us,384,0.0,25.1,mwb,35.0,-5.58,150.88,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea,25,11,2003
"M 6.5 - 4 km NW of Can-Avid, Philippines",6.5,0,6,,0,650,us,487,0.0,45.9,mwb,35.0,12.02,125.42,"Can-Avid, Philippines",Asia,Philippines,18,11,2003
"M 6.6 - 51 km NW of Isangel, Vanuatu",6.6,0,5,,0,670,us,475,0.0,26.2,mwb,113.7,-19.26,168.89,"Isangel, Vanuatu",Oceania,Vanuatu,6,11,2003
"M 7.0 - 133 km ESE of Ishinomaki, Japan",7.0,0,5,,0,754,us,568,0.0,61.2,mwb,10.0,37.81,142.62,"Ishinomaki, Japan",Asia,Japan,31,10,2003
"M 6.7 - 39 km SSE of Kushiro, Japan",6.7,0,6,,0,691,us,556,0.0,55.4,mwc,32.0,42.65,144.57,"Kushiro, Japan",Asia,Japan,8,10,2003
"M 6.7 - 9 km S of Aktash, Russia",6.7,0,7,,0,691,us,643,0.0,24.5,mwb,10.0,50.21,87.72,"Aktash, Russia",Asia,Russian Federation,1,10,2003
"M 6.5 - 58 km S of Kushiro, Japan",6.5,0,5,,0,650,us,586,0.0,71.3,mwc,25.0,42.45,144.38,"Kushiro, Japan",Asia,Japan,29,9,2003
"M 7.3 - 29 km S of Aktash, Russia",7.3,0,7,,0,820,us,667,0.0,24.5,mwb,16.0,50.04,87.81,"Aktash, Russia",Asia,Russian Federation,27,9,2003
"M 7.4 - 119 km ESE of Shizunai-furukawach?, Japan",7.4,0,7,,0,842,us,514,0.0,78.8,mwc,33.0,41.77,143.59,"Shizunai-furukawach?, Japan",Asia,Japan,25,9,2003
"M 8.2 - 134 km SSW of Kushiro, Japan",8.16,0,9,,0,1024,official,0,0.0,0.0,mww,27.0,41.82,143.91,"Kushiro, Japan",Asia,Japan,25,9,2003
"M 6.6 - 16 km SE of Taungdwingyi, Myanmar",6.6,0,7,,0,670,us,518,0.0,24.7,mwb,10.0,19.92,95.67,"Taungdwingyi, Myanmar",Asia,Myanmar,21,9,2003
"M 7.2 - 56 km NW of Te Anau, New Zealand",7.2,0,7,,0,798,us,428,0.0,17.5,mwc,28.0,-45.1,167.14,"Te Anau, New Zealand",Oceania,New Zealand,21,8,2003
M 7.6 - Scotia Sea,7.6,0,6,,0,889,us,315,0.0,25.2,mwc,10.0,-60.53,-43.41,Scotia Sea,Europe,United Kingdom,4,8,2003
"M 6.5 - 41 km N of Rabaul, Papua New Guinea",6.5,0,6,,0,650,us,156,0.0,31.4,mwb,33.0,-3.83,152.17,"Rabaul, Papua New Guinea",Oceania,Papua New Guinea,15,7,2003
"M 6.8 - 42 km W of Ovalle, Chile",6.8,0,7,,0,711,us,398,0.0,39.1,mwc,33.0,-30.61,-71.64,"Ovalle, Chile",South America,Chile,20,6,2003
"M 6.9 - 25 km ESE of Atlasovo, Russia",6.9,0,5,,0,732,us,733,0.0,26.7,mwb,174.8,55.49,160.0,"Atlasovo, Russia",Asia,Russian Federation,16,6,2003
"M 6.6 - 87 km SSE of Kokopo, Papua New Guinea",6.6,0,6,,0,670,us,419,0.0,27.8,mwc,33.0,-5.1,152.5,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,7,6,2003
"M 7.0 - 116 km NE of Tobelo, Indonesia",7.0,0,6,,0,754,us,473,0.0,30.3,mwc,31.0,2.35,128.85,"Tobelo, Indonesia",Asia,Indonesia,26,5,2003
"M 7.0 - 27 km SSW of ?funato, Japan",7.0,0,7,,0,754,us,690,0.0,19.1,mwb,68.0,38.85,141.57,"?funato, Japan",Asia,Japan,26,5,2003
"M 6.8 - 25 km WNW of Dellys, Algeria",6.8,0,9,,0,711,us,534,0.0,19.4,mwc,12.0,36.96,3.63,"Dellys, Algeria",Africa,Algeria,21,5,2003
"M 6.5 - 46 km NE of Ruteng, Indonesia",6.5,0,7,,0,650,us,247,0.0,28.7,mwc,33.0,-8.29,120.74,"Ruteng, Indonesia",Asia,Indonesia,25,3,2003
"M 6.8 - 114 km ESE of Kokopo, Papua New Guinea",6.8,0,7,,0,711,us,431,0.0,38.4,mwc,40.2,-4.69,153.24,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,11,3,2003
"M 7.6 - 16 km SSW of Cuyutlán, Mexico",7.6,0,7,,0,889,us,551,0.0,0.0,mwb,24.0,18.77,-104.1,"Cuyutlán, Mexico",North America,Mexico,22,1,2003
"M 6.5 - 33 km S of Puerto San José, Guatemala",6.5,0,6,,0,650,us,316,0.0,0.0,mwc,24.0,13.63,-90.77,"Puerto San José, Guatemala",North America,Guatemala,21,1,2003
"M 7.3 - 126 km W of Kirakira, Solomon Islands",7.3,0,6,,0,820,us,457,0.0,0.0,mwc,33.0,-10.49,160.77,"Kirakira, Solomon Islands",Oceania,Solomon Islands,20,1,2003
"M 6.7 - 191 km SE of Kokopo, Papua New Guinea",6.7,0,5,,0,691,us,323,0.0,0.0,mwb,71.9,-5.31,153.7,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,10,1,2003
"M 6.7 - New Ireland region, Papua New Guinea",6.7,0,6,,0,691,us,453,0.0,0.0,mwb,34.0,-4.79,153.28,"New Ireland region, Papua New Guinea",Oceania,Papua New Guinea,12,12,2002
"M 7.9 - 75 km E of Cantwell, Alaska",7.9,8,9,,0,1750,ak,0,0.0,0.0,mw,4.2,63.51,-147.45,"Cantwell, Alaska",North America,United States,3,11,2002
"M 7.4 - 50 km NW of Sinabang, Indonesia",7.4,0,7,,0,842,us,418,0.0,0.0,mwb,30.0,2.82,96.08,"Sinabang, Indonesia",Asia,Indonesia,2,11,2002
"M 6.6 - 53 km ENE of Cantwell, Alaska",6.6,0,7,,0,670,ak,0,0.0,0.0,mw,4.2,63.51,-147.91,"Cantwell, Alaska",North America,United States,23,10,2002
"M 6.7 - 72 km S of Manokwari, Indonesia",6.7,0,7,,0,691,us,250,0.0,0.0,ms,10.0,-1.51,133.97,"Manokwari, Indonesia",Asia,Indonesia,10,10,2002
"M 7.6 - 102 km SSE of Manokwari, Indonesia",7.6,0,7,,0,889,us,375,0.0,0.0,mwc,10.0,-1.76,134.3,"Manokwari, Indonesia",Asia,Indonesia,10,10,2002
"M 6.5 - 152 km NNE of Bamboo Flat, India",6.5,0,6,,0,650,us,646,0.0,0.0,mwc,21.0,13.04,93.07,"Bamboo Flat, India",Asia,India,13,9,2002
"M 7.6 - 68 km ESE of Aitape, Papua New Guinea",7.6,0,7,,0,889,us,428,0.0,0.0,mwc,13.0,-3.3,142.94,"Aitape, Papua New Guinea",Oceania,Papua New Guinea,8,9,2002
"M 6.5 - 114 km SSE of San Jose Village, Northern Mariana Islands",6.5,0,4,,0,650,us,260,0.0,0.0,mwc,30.0,14.1,146.2,"San Jose Village, Northern Mariana Islands",North America,United States,14,8,2002
"M 6.5 - 14 km SE of Punta de Burica, Panama",6.5,0,7,,0,650,us,533,0.0,0.0,mwc,10.0,7.93,-82.79,"Punta de Burica, Panama",North America,Panama,31,7,2002
"M 6.5 - 59 km SSW of Abhar, Iran",6.5,0,8,,0,650,us,555,0.0,0.0,mwc,10.0,35.63,49.05,"Abhar, Iran",Asia,Iran,22,6,2002
"M 6.6 - 20 km SW of Monte Patria, Chile",6.6,0,7,,0,670,us,420,0.0,0.0,mwb,54.0,-30.8,-71.12,"Monte Patria, Chile",South America,Chile,18,6,2002
"M 6.7 - 190 km NW of Sola, Vanuatu",6.7,0,5,,0,691,us,272,0.0,0.0,mwc,33.0,-12.59,166.38,"Sola, Vanuatu",Oceania,Vanuatu,17,6,2002
"M 7.1 - 20 km SSW of Merizo Village, Guam",7.1,0,7,,0,776,us,257,0.0,0.0,mwc,85.7,13.09,144.62,"Merizo Village, Guam",North America,United States,26,4,2002
"M 6.7 - 31 km SW of Copiapó, Chile",6.7,0,7,,0,691,us,462,0.0,0.0,mwb,62.0,-27.54,-70.59,"Copiapó, Chile",South America,Chile,18,4,2002
"M 6.8 - 27 km SSW of Nuxco, Mexico",6.8,0,6,,0,711,us,292,0.0,0.0,mwc,24.9,16.98,-100.86,"Nuxco, Mexico",North America,Mexico,18,4,2002
"M 7.1 - 67 km ENE of Hualien City, Taiwan",7.1,0,6,,0,776,us,550,0.0,0.0,mwc,32.8,24.28,122.18,"Hualien City, Taiwan",Asia,Taiwan,31,3,2002
"M 6.5 - 107 km NE of Calama, Chile",6.5,0,5,,0,650,us,486,0.0,0.0,mwc,125.1,-21.66,-68.33,"Calama, Chile",South America,Chile,28,3,2002
"M 7.5 - Mindanao, Philippines",7.5,0,7,,0,865,us,321,0.0,0.0,mwc,31.0,6.03,124.25,"Mindanao, Philippines",Asia,Philippines,5,3,2002
"M 7.4 - 51 km SW of Jurm, Afghanistan",7.4,0,5,,0,842,us,138,0.0,0.0,mwc,225.6,36.5,70.48,"Jurm, Afghanistan",Asia,Afghanistan,3,3,2002
"M 6.6 - 125 km E of Kimbe, Papua New Guinea",6.6,0,6,,0,670,us,444,0.0,0.0,mwc,39.0,-5.34,151.25,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea,5,2,2002
"M 6.5 - 5 km NE of Sultanda??, Turkey",6.5,0,7,,0,650,us,482,0.0,0.0,mwc,5.0,38.57,31.27,"Sultanda??, Turkey",Asia,Turkey,3,2,2002
"M 6.7 - 11 km SE of Aitape, Papua New Guinea",6.7,0,8,,0,691,us,333,0.0,0.0,mwc,11.0,-3.21,142.43,"Aitape, Papua New Guinea",Oceania,Papua New Guinea,10,1,2002
"M 6.6 - 33 km WNW of Port-Vila, Vanuatu",6.6,0,6,,0,670,us,386,0.0,0.0,mwc,10.0,-17.66,168.0,"Port-Vila, Vanuatu",Oceania,Vanuatu,3,1,2002
"M 7.2 - 50 km WNW of Port-Vila, Vanuatu",7.2,0,6,,0,798,us,427,0.0,0.0,mwc,21.0,-17.6,167.86,"Port-Vila, Vanuatu",Oceania,Vanuatu,2,1,2002
"M 6.8 - 22 km WNW of Malango, Solomon Islands",6.8,0,7,,0,711,us,385,0.0,0.0,mwc,16.0,-9.61,159.53,"Malango, Solomon Islands",Oceania,Solomon Islands,23,12,2001
"M 6.8 - 62 km SSW of Yonakuni, Japan",6.8,0,5,,0,711,us,499,0.0,0.0,mwc,14.0,23.95,122.73,"Yonakuni, Japan",Asia,Japan,18,12,2001
"M 6.5 - 3 km NW of Hanamaki, Japan",6.5,0,5,,0,650,us,605,0.0,0.0,mwc,123.8,39.4,141.09,"Hanamaki, Japan",Asia,Japan,2,12,2001
"M 7.8 - Southern Qinghai, China",7.8,0,9,,0,936,us,368,0.0,0.0,mwc,10.0,35.95,90.54,"Southern Qinghai, China",Asia,China,14,11,2001
"M 7.0 - 40 km S of Kimbe, Papua New Guinea",7.0,0,7,,0,754,us,254,0.0,0.0,mwc,33.0,-5.91,150.2,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea,31,10,2001
"M 7.5 - 155 km E of Kendari, Indonesia",7.5,0,6,,0,865,us,234,0.0,0.0,mwc,33.0,-4.1,123.91,"Kendari, Indonesia",Asia,Indonesia,19,10,2001
"M 7.0 - 69 km SSE of Inarajan Village, Guam",7.0,0,6,,0,754,us,482,0.0,0.0,mwc,37.0,12.69,144.98,"Inarajan Village, Guam",Oceania,Guam,12,10,2001
"M 6.5 - 108 km WNW of Manokwari, Indonesia",6.5,0,6,,0,650,us,174,0.0,0.0,mwc,33.0,-0.58,133.13,"Manokwari, Indonesia",Asia,Indonesia,11,9,2001
"M 6.6 - 74 km S of Kokhanok, Alaska",6.6,6,6,,0,754,ak,0,0.0,0.0,mw,131.8,58.78,-154.7,"Kokhanok, Alaska",North America,United States,28,7,2001
"M 6.5 - 32 km WNW of Skýros, Greece",6.5,0,8,,0,650,us,483,0.0,0.0,mwc,10.0,39.06,24.24,"Skýros, Greece",Europe,Greece,26,7,2001
"M 7.6 - 51 km SW of Punta de Bombón, Peru",7.6,0,7,,0,889,us,398,0.0,0.0,mwc,33.0,-17.54,-72.08,"Punta de Bombón, Peru",South America,Peru,7,7,2001
"M 6.6 - 31 km S of Achanizo, Peru",6.6,0,7,,0,670,us,324,0.0,0.0,mwc,62.0,-16.09,-73.99,"Achanizo, Peru",South America,Peru,5,7,2001
"M 6.7 - 34 km WSW of Pacocha, Peru",6.7,0,6,,0,691,us,422,0.0,0.0,mwc,24.0,-17.74,-71.65,"Pacocha, Peru",South America,Peru,26,6,2001
"M 8.4 - 6 km SSW of Atico, Peru",8.4,0,8,,0,1086,official,518,0.0,0.0,mww,33.0,-16.26,-73.64,"Atico, Peru",South America,Peru,23,6,2001
"M 6.7 - 128 km SSE of Panguna, Papua New Guinea",6.7,0,6,,0,691,us,282,0.0,0.0,mwc,17.0,-7.41,155.86,"Panguna, Papua New Guinea",Oceania,Solomon Islands,19,4,2001
"M 6.8 - 16 km SSW of Kure, Japan",6.8,0,7,,0,711,us,596,0.0,0.0,mwc,50.0,34.08,132.53,"Kure, Japan",Asia,Japan,24,3,2001
"M 6.5 - 41 km SSW of Ambon, Indonesia",6.5,0,6,,0,650,us,206,0.0,0.0,mwc,33.0,-4.03,128.02,"Ambon, Indonesia",Asia,Indonesia,19,3,2001
"M 6.8 - 7 km SSE of Longbranch, Washington",6.8,7,7,,0,1441,uw,67,0.0,31.0,md,51.798,47.15,-122.73,"Longbranch, Washington",North America,United States,28,2,2001
"M 7.1 - 137 km WNW of Ternate, Indonesia",7.1,0,7,,0,776,us,426,0.0,0.0,mwc,35.0,1.27,126.25,"Ternate, Indonesia",Asia,Indonesia,24,2,2001
"M 7.4 - 102 km SSE of Bengkulu, Indonesia",7.4,0,6,,0,842,us,221,0.0,0.0,mwc,36.0,-4.68,102.56,"Bengkulu, Indonesia",Asia,Indonesia,13,2,2001
"M 6.6 - 5 km S of Cojutepeque, El Salvador",6.6,0,8,,0,670,us,273,0.0,0.0,mwc,10.0,13.67,-88.94,"Cojutepeque, El Salvador",North America,El Salvador,13,2,2001
"M 7.7 - 17 km NW of Bhach?u, India",7.7,0,9,,0,912,us,472,0.0,0.0,mwc,16.0,23.42,70.23,"Bhach?u, India",Asia,India,26,1,2001
"M 6.9 - 59 km WSW of Bengkulu, Indonesia",6.9,0,6,,0,732,us,117,0.0,0.0,mwb,28.0,-4.02,101.78,"Bengkulu, Indonesia",Asia,Indonesia,16,1,2001
"M 7.7 - 28 km SSW of Puerto El Triunfo, El Salvador",7.7,0,8,,0,912,us,427,0.0,0.0,mwc,60.0,13.05,-88.66,"Puerto El Triunfo, El Salvador",North America,El Salvador,13,1,2001
"M 6.9 - 47 km S of Old Harbor, Alaska",6.9,5,7,,0,745,ak,0,0.0,0.0,mw,36.4,56.77,-153.28,"Old Harbor, Alaska",North America,United States,10,1,2001
"M 7.1 - 16 km NE of Port-Olry, Vanuatu",7.1,0,7,,0,776,us,372,0.0,0.0,mwb,103.0,-14.93,167.17,"Port-Olry, Vanuatu",Oceania,Vanuatu,9,1,2001
"M 6.8 - Mindanao, Philippines",6.8,0,5,,0,711,us,64,0.0,0.0,mwc,33.0,6.63,126.9,"Mindanao, Philippines",Asia,Philippines,1,1,2001
"M 7.5 - 21 km SE of Lukatan, Philippines",7.5,0,7,,0,865,us,324,0.0,0.0,mwc,33.0,6.9,126.58,"Lukatan, Philippines",Asia,Philippines,1,1,2001
"M 6.5 - 52 km ENE of Kokopo, Papua New Guinea",6.5,0,7,,0,650,us,401,0.0,0.0,mwc,31.0,-4.22,152.72,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,6,12,2000
"M 7.0 - 37 km E of Balkanabat, Turkmenistan",7.0,0,7,,0,754,us,495,0.0,0.0,mwc,30.0,39.57,54.8,"Balkanabat, Turkmenistan",Asia,Turkmenistan,6,12,2000
"M 6.5 - 23 km SSE of Badamdar, Azerbaijan",6.5,0,6,,0,650,us,268,0.0,0.0,mwc,33.0,40.17,49.95,"Badamdar, Azerbaijan",Asia,Azerbaijan,25,11,2000
"M 6.8 - 15 km SSE of Baku, Azerbaijan",6.8,0,6,,0,711,us,446,0.0,0.0,mwc,50.4,40.24,49.95,"Baku, Azerbaijan",Asia,Azerbaijan,25,11,2000
"M 6.8 - 112 km SSW of Kokopo, Papua New Guinea",6.8,0,6,,0,711,us,402,0.0,0.0,mwb,33.0,-5.23,151.77,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,18,11,2000
"M 6.6 - 131 km SE of Kokopo, Papua New Guinea",6.6,0,6,,0,670,us,267,0.0,0.0,mwc,33.0,-5.1,153.18,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,18,11,2000
"M 7.8 - 138 km SSW of Kokopo, Papua New Guinea",7.8,0,7,,0,936,us,346,0.0,0.0,mwc,33.0,-5.5,151.78,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,17,11,2000
"M 6.5 - 118 km ESE of Kokopo, Papua New Guinea",6.5,0,6,,0,650,us,71,0.0,0.0,mb,33.0,-4.83,153.23,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,16,11,2000
"M 7.8 - 135 km SE of Kokopo, Papua New Guinea",7.8,0,7,,0,936,us,294,0.0,0.0,mwc,30.0,-5.23,153.1,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,16,11,2000
"M 8.0 - 24 km N of Rabaul, Papua New Guinea",8.0,0,7,,0,985,us,254,0.0,0.0,mwc,33.0,-3.98,152.17,"Rabaul, Papua New Guinea",Oceania,Papua New Guinea,16,11,2000
"M 6.5 - 10 km SW of Juradó, Colombia",6.5,0,7,,0,650,us,462,0.0,0.0,mwc,17.0,7.04,-77.83,"Juradó, Colombia",South America,Colombia,8,11,2000
"M 7.0 - 191 km ESE of Kokopo, Papua New Guinea",7.0,0,7,,0,754,us,60,0.0,0.0,mwc,50.0,-4.77,153.94,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,29,10,2000
"M 6.8 - 29 km SW of Labuan, Indonesia",6.8,0,6,,0,711,us,415,0.0,0.0,mwc,38.0,-6.55,105.63,"Labuan, Indonesia",Asia,Indonesia,25,10,2000
"M 6.7 - 8 km ESE of Matsue, Japan",6.7,0,8,,0,691,us,390,0.0,0.0,mwc,10.0,35.46,133.13,"Matsue, Japan",Asia,Japan,6,10,2000
"M 7.0 - 29 km WNW of Luganville, Vanuatu",7.0,0,7,,0,754,us,357,0.0,0.0,mwc,23.0,-15.42,166.91,"Luganville, Vanuatu",Oceania,Vanuatu,4,10,2000
"M 6.5 - 15 km W of Nkove, Tanzania",6.5,0,6,,0,650,us,415,0.0,0.0,mwb,34.0,-7.98,30.71,"Nkove, Tanzania",Africa,Tanzania,2,10,2000
"M 6.8 - 98 km WSW of Ambon, Indonesia",6.8,0,6,,0,711,us,336,0.0,0.0,mwc,16.0,-4.11,127.39,"Ambon, Indonesia",Asia,Indonesia,28,8,2000
"M 6.5 - 24 km NNW of El Habillal, Mexico",6.5,0,6,,0,650,us,481,0.0,0.0,mwc,45.8,18.2,-102.48,"El Habillal, Mexico",North America,Mexico,9,8,2000
"M 6.8 - 35 km SSE of Uglegorsk, Russia",6.8,0,7,,0,711,us,593,0.0,0.0,mwc,10.0,48.79,142.25,"Uglegorsk, Russia",Asia,Russian Federation,4,8,2000
"M 6.6 - 161 km SSE of Lata, Solomon Islands",6.6,0,6,,0,670,us,218,0.0,0.0,mwc,33.0,-12.04,166.45,"Lata, Solomon Islands",Oceania,Solomon Islands,3,8,2000
"M 6.5 - 94 km SSE of Shimoda, Japan",6.5,0,7,,0,650,us,428,0.0,0.0,mwc,10.0,33.9,139.38,"Shimoda, Japan",Asia,Japan,30,7,2000
"M 6.6 - 227 km SE of Kandrian, Papua New Guinea",6.6,0,5,,0,670,us,367,0.0,0.0,mwc,10.0,-7.75,150.92,"Kandrian, Papua New Guinea",Oceania,Papua New Guinea,16,7,2000
"M 6.5 - 24 km SSW of Larsen Bay, Alaska",6.5,0,6,,0,650,ak,0,0.0,0.0,mw,42.9,57.35,-154.2,"Larsen Bay, Alaska",North America,United States,11,7,2000
"M 6.5 - 12 km ENE of Selfoss, Iceland",6.5,0,9,,0,650,us,351,0.0,0.0,mwc,10.0,63.98,-20.76,"Selfoss, Iceland",Europe,Iceland,21,6,2000
M 7.9 - South Indian Ocean,7.9,0,5,,0,960,us,405,0.0,0.0,mwc,10.0,-13.8,97.45,South Indian Ocean,Europe,United Kingdom,18,6,2000
"M 6.5 - 25 km E of Selfoss, Iceland",6.5,0,8,,0,650,us,406,0.0,0.0,mwc,10.0,63.97,-20.49,"Selfoss, Iceland",Europe,Iceland,17,6,2000
"M 6.7 - 98 km SSW of Bengkulu, Indonesia",6.7,0,5,,0,691,us,352,0.0,0.0,mwc,33.0,-4.61,101.9,"Bengkulu, Indonesia",Asia,Indonesia,7,6,2000
"M 6.7 - 95 km S of Bengkulu, Indonesia",6.7,0,5,,0,691,us,147,0.0,0.0,mb,33.0,-4.65,102.1,"Bengkulu, Indonesia",Asia,Indonesia,4,6,2000
"M 7.9 - 103 km S of Bengkulu, Indonesia",7.9,0,8,,0,960,us,379,0.0,0.0,mwc,33.0,-4.72,102.09,"Bengkulu, Indonesia",Asia,Indonesia,4,6,2000
"M 7.2 - 75 km N of San Antonio de los Cobres, Argentina",7.2,0,5,,0,798,us,0,0.0,0.0,mwc,225.0,-23.55,-66.45,"San Antonio de los Cobres, Argentina",South America,Argentina,12,5,2000
"M 7.6 - 89 km E of Luwuk, Indonesia",7.6,0,7,,0,889,us,0,0.0,0.0,mwc,26.0,-1.1,123.57,"Luwuk, Indonesia",Asia,Indonesia,4,5,2000
"M 6.6 - 62 km SSW of Ialibu, Papua New Guinea",6.6,0,8,,0,670,us,0,0.0,0.0,mwc,10.0,-6.82,143.81,"Ialibu, Papua New Guinea",Oceania,Papua New Guinea,3,3,2000
"M 6.6 - 87 km ESE of Kimbe, Papua New Guinea",6.6,0,6,,0,670,us,0,0.0,0.0,mwc,33.0,-5.84,150.88,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea,6,2,2000
"M 6.8 - 84 km S of Shikotan, Russia",6.8,0,6,,0,711,us,0,0.0,0.0,mwc,61.1,43.05,146.84,"Shikotan, Russia",Europe,Russian Federation,28,1,2000
"M 7.2 - 117 km SSW of Hihifo, Tonga",7.2,0,6,,0,798,us,0,0.0,0.0,mwc,183.4,-16.92,-174.25,"Hihifo, Tonga",Oceania,Tonga,8,1,2000
"M 6.9 - 50 km WSW of Lata, Solomon Islands",6.9,0,6,,0,732,us,0,0.0,0.0,mwb,33.0,-10.86,165.35,"Lata, Solomon Islands",Oceania,Solomon Islands,29,12,1999
"M 6.5 - 59 km SSW of Labuan, Indonesia",6.5,0,6,,0,650,us,0,0.0,0.0,mwb,56.0,-6.84,105.56,"Labuan, Indonesia",Asia,Indonesia,21,12,1999
"M 7.3 - 14 km WNW of Bolitoc, Philippines",7.3,0,7,,0,820,us,0,0.0,0.0,mwc,33.0,15.77,119.74,"Bolitoc, Philippines",Asia,Philippines,11,12,1999
"M 7.0 - 26 km SSE of Karluk, Alaska",7.0,0,7,,0,754,ak,0,0.0,0.0,mw,43.6,57.34,-154.35,"Karluk, Alaska",North America,United States,6,12,1999
"M 6.6 - 127 km ESE of Arica, Chile",6.6,0,5,,0,670,us,0,0.0,0.0,mwb,128.1,-18.9,-69.17,"Arica, Chile",South America,Chile,30,11,1999
"M 7.5 - 92 km ESE of Lakatoro, Vanuatu",7.5,0,7,,0,865,us,0,0.0,0.0,mwc,33.0,-16.42,168.21,"Lakatoro, Vanuatu",Oceania,Vanuatu,26,11,1999
"M 7.0 - 88 km W of Kandrian, Papua New Guinea",7.0,0,6,,0,754,us,0,0.0,0.0,mwc,33.0,-6.35,148.76,"Kandrian, Papua New Guinea",Oceania,Papua New Guinea,19,11,1999
"M 6.9 - 84 km WNW of Kandrian, Papua New Guinea",6.9,0,6,,0,732,us,0,0.0,0.0,mwc,47.5,-5.98,148.82,"Kandrian, Papua New Guinea",Oceania,Papua New Guinea,17,11,1999
"M 7.2 - 8 km S of Düzce, Turkey",7.2,0,9,,0,798,us,0,0.0,0.0,mwc,10.0,40.76,31.16,"Düzce, Turkey",Asia,Turkey,12,11,1999
"M 6.5 - 31 km SW of Ashk?sham, Afghanistan",6.5,0,4,,0,650,us,0,0.0,0.0,mwc,228.4,36.52,71.24,"Ashk?sham, Afghanistan",Asia,Afghanistan,8,11,1999
"M 7.1 - Hector Mine, CA Earthquake",7.1,8,8,,0,1576,ci,73,0.0,57.0,mw,13.73,34.6,-116.26,"Hector Mine, CA Earthquake",North America,United States,16,10,1999
"M 7.5 - 15 km W of San Baltazar Loxicha, Mexico",7.5,0,8,,0,865,us,0,0.0,0.0,mwc,60.6,16.06,-96.93,"San Baltazar Loxicha, Mexico",North America,Mexico,30,9,1999
"M 6.5 - 31 km SE of Puli, Taiwan",6.5,0,7,,0,650,us,0,0.0,0.0,mwc,17.0,23.74,121.16,"Puli, Taiwan",Asia,Taiwan,25,9,1999
"M 7.7 - 21 km S of Puli, Taiwan",7.7,0,9,,0,912,us,0,0.0,0.0,mwc,33.0,23.77,120.98,"Puli, Taiwan",Asia,Taiwan,20,9,1999
"M 6.6 - 66 km E of Lakatoro, Vanuatu",6.6,0,6,,0,670,us,0,0.0,0.0,mwc,33.0,-16.12,168.04,"Lakatoro, Vanuatu",Oceania,Vanuatu,22,8,1999
"M 6.9 - 42 km S of Quepos, Costa Rica",6.9,0,6,,0,732,us,0,0.0,0.0,mwc,20.0,9.04,-84.16,"Quepos, Costa Rica",North America,Costa Rica,20,8,1999
"M 7.6 - 4 km ESE of Derince, Turkey",7.6,0,9,,0,889,us,0,0.0,0.0,mwc,17.0,40.75,29.86,"Derince, Turkey",Asia,Turkey,17,8,1999
"M 6.7 - 16 km N of Potrerillos, Honduras",6.7,0,8,,0,691,us,0,0.0,0.0,mwc,10.0,15.78,-88.33,"Potrerillos, Honduras",North America,Guatemala,11,7,1999
"M 7.0 - 1 km SE of Texcala, Mexico",7.0,0,7,,0,754,us,0,0.0,0.0,mwc,70.0,18.39,-97.44,"Texcala, Mexico",North America,Mexico,15,6,1999
"M 6.6 - 113 km SE of Kokopo, Papua New Guinea",6.6,0,5,,0,670,us,0,0.0,0.0,mwc,27.0,-5.16,152.88,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,17,5,1999
"M 7.1 - 51 km SSE of Kokopo, Papua New Guinea",7.1,0,7,,0,776,us,0,0.0,0.0,mwc,73.7,-4.75,152.49,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,16,5,1999
"M 7.1 - 92 km ENE of Kimbe, Papua New Guinea",7.1,0,7,,0,776,us,0,0.0,0.0,mwb,138.0,-5.16,150.88,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea,10,5,1999
"M 6.8 - 132 km WSW of Haveluloto, Tonga",6.8,0,5,,0,711,us,0,0.0,0.0,mwc,164.2,-21.42,-176.46,"Haveluloto, Tonga",Oceania,Tonga,13,4,1999
"M 7.4 - 63 km W of Kimbe, Papua New Guinea",7.4,0,7,,0,842,us,0,0.0,0.0,mwc,150.0,-5.59,149.57,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea,5,4,1999
"M 6.8 - 6 km SE of Camaná, Peru",6.8,0,7,,0,711,us,0,0.0,0.0,mwc,87.2,-16.66,-72.66,"Camaná, Peru",South America,Peru,3,4,1999
"M 6.6 - 9 km NNW of P?palkoti, India",6.6,0,7,,0,670,us,0,0.0,0.0,mwb,15.0,30.51,79.4,"P?palkoti, India",Asia,India,28,3,1999
